"('biodiversity', 0.5664)","('uk wildlife', 0.5576)","('store carbon', 0.4424)","('climate change', 0.4308)","('average uk temperatures', 0.3793)","('annual growth', 0.3281)","('simple energy efficiency', 0.208)","('tonnes', 0.1959)","('assessment report', 0.1302)","('today', 0.0234)"
"('council climate', 0.5869)","('sustainable transport policy', 0.3534)","('final bracknell forest', 0.3285)","('government target', 0.2946)","('change action', 0.2677)","('draft gareth', 0.2622)","('net contribution', 0.2435)","('carbon neutral', 0.2365)","('annual report', 0.2353)","('average saving', 0.053)"
"('bracknell forest council', 0.5938)","('carbon footprint', 0.4968)","('global energy review', 0.3659)","('intergovernmental panel', 0.2984)","('impact assessment', 0.2721)","('change report', 0.2676)","('date climate', 0.2465)","('strategy implementation', 0.1251)","('put', 0.1162)","('coronavirus covid', 0.0963)"
"('climate change', 0.5818)","('net uk carbon', 0.4808)","('bracknell forest council', 0.4496)","('intergovernmental panel', 0.3104)","('scientific consensus', 0.236)","('reductions', 0.2278)","('ipcc', 0.2027)","('executive summary', 0.2012)","('gasses', 0.0987)","('may', 0.077)"
"('council climate', 0.5319)","('area emissions', 0.4773)","('bracknell forest', 0.3649)","('carbon dioxide', 0.2794)","('public health', 0.2514)","('coronavirus', 0.2502)","('energy review', 0.2343)","('risk register', 0.2182)","('comparative performance data', 0.2177)","('global recession', 0.1996)"
"('bracknell forest council', 0.6519)","('climate', 0.3827)","('change mitigation', 0.3583)","('domestic energy efficiency', 0.2669)","('tonnes carbon', 0.2542)","('objective', 0.2077)","('quarterly overview report', 0.1866)","('basic amenities', 0.1668)","('premature deaths', 0.1249)","('story', 0.0867)"
"('bracknell forest council', 0.5423)","('commission climate', 0.4524)","('stakeholders', 0.4297)","('scrutiny panel', 0.3556)","('change strategy', 0.328)","('annual action', 0.3107)","('greenhouse gas', 0.3074)","('streetlighting infrastructure', 0.1979)","('easthampstead park cemetery', 0.1379)","('refreshed', 0.0566)"
"('bracknell forest council', 0.5888)","('public transport', 0.4374)","('energy savings', 0.4074)","('priority action', 0.2494)","('lantern conversions', 0.2411)","('external funding', 0.2365)","('single occupancy car', 0.2288)","('net zero', 0.2047)","('spaces strategy', 0.1738)","('successful', 0.1047)"
"('climate change', 0.5808)","('bracknell forest council', 0.5684)","('ipcc report', 0.3775)","('carbon net', 0.3602)","('national government level', 0.3016)","('strategy', 0.197)","('degrees celsius', 0.1435)","('preindustrial levels', 0.1156)","('limit', 0.1143)","('backilogramround', 0.0245)"
"('council climate', 0.5869)","('sustainable transport policy', 0.3534)","('final bracknell forest', 0.3285)","('government target', 0.2946)","('change action', 0.2677)","('draft gareth', 0.2622)","('net contribution', 0.2435)","('carbon neutral', 0.2365)","('annual report', 0.2353)","('average saving', 0.053)"
"('bracknell forest council', 0.5938)","('carbon footprint', 0.4968)","('global energy review', 0.3659)","('intergovernmental panel', 0.2984)","('impact assessment', 0.2721)","('change report', 0.2676)","('date climate', 0.2465)","('strategy implementation', 0.1251)","('put', 0.1162)","('coronavirus covid', 0.0963)"
"('climate change', 0.5818)","('net uk carbon', 0.4808)","('bracknell forest council', 0.4496)","('intergovernmental panel', 0.3104)","('scientific consensus', 0.236)","('reductions', 0.2278)","('ipcc', 0.2027)","('executive summary', 0.2012)","('gasses', 0.0987)","('may', 0.077)"
"('council climate', 0.5319)","('area emissions', 0.4773)","('bracknell forest', 0.3649)","('carbon dioxide', 0.2794)","('public health', 0.2514)","('coronavirus', 0.2502)","('energy review', 0.2343)","('risk register', 0.2182)","('comparative performance data', 0.2177)","('global recession', 0.1996)"
"('bracknell forest council', 0.6519)","('climate', 0.3827)","('change mitigation', 0.3583)","('domestic energy efficiency', 0.2669)","('tonnes carbon', 0.2542)","('objective', 0.2077)","('quarterly overview report', 0.1866)","('basic amenities', 0.1668)","('premature deaths', 0.1249)","('story', 0.0867)"
"('bracknell forest council', 0.5423)","('commission climate', 0.4524)","('stakeholders', 0.4297)","('scrutiny panel', 0.3556)","('change strategy', 0.328)","('annual action', 0.3107)","('greenhouse gas', 0.3074)","('streetlighting infrastructure', 0.1979)","('easthampstead park cemetery', 0.1379)","('refreshed', 0.0566)"
"('bracknell forest council', 0.5888)","('public transport', 0.4374)","('energy savings', 0.4074)","('priority action', 0.2494)","('lantern conversions', 0.2411)","('external funding', 0.2365)","('single occupancy car', 0.2288)","('net zero', 0.2047)","('spaces strategy', 0.1738)","('successful', 0.1047)"
"('climate change', 0.5808)","('bracknell forest council', 0.5684)","('ipcc report', 0.3775)","('carbon net', 0.3602)","('national government level', 0.3016)","('strategy', 0.197)","('degrees celsius', 0.1435)","('preindustrial levels', 0.1156)","('limit', 0.1143)","('backilogramround', 0.0245)"
"('renewable funding', 0.5259)","('bracknell forest council', 0.4304)","('housing scheme', 0.377)","('waste reduce', 0.3046)","('hill', 0.2131)","('qenergy', 0.1961)","('management ppr', 0.1848)","('change action', 0.1792)","('performance figures', 0.1208)","('4th feb impacts', 0.1205)"
"('weekly food waste', 0.6612)","('new waste', 0.4662)","('bulk bins', 0.3984)","('collections', 0.3552)","('hmos', 0.3079)","('tonnes', 0.2875)","('borough', 0.2347)","('first month', 0.2139)","('target', 0.1892)","('well', 0.059)"
"('climate change', 0.4624)","('stakeholders', 0.4356)","('different engagement techniques', 0.3787)","('online survey', 0.2267)","('full council', 0.2193)","('views change', 0.1685)","('significant', 0.1652)","('draft', 0.1482)","('commentary', 0.148)","('minimise', 0.1479)"
"('climate change', 0.6232)","('uk government', 0.3514)","('indirect impacts', 0.3175)","('change objectives', 0.2753)","('local agriculture', 0.2622)","('travel disruption', 0.2424)","('severity', 0.1794)","('animal species', 0.1623)","('yields', 0.1251)","('enable', 0.0772)"
"('carbon emissions', 0.5361)","('district strategy', 0.3646)","('council assets', 0.3397)","('essex climate', 0.312)","('reduce', 0.2766)","('transport total', 0.2263)","('317kt levels', 0.1979)","('change emergency', 0.1959)","('term implications', 0.1925)","('biggest agriculture', 0.1375)"
"('energy saving', 0.4832)","('carbon environment', 0.4604)","('recycling service', 0.3953)","('car parks', 0.3743)","('urban tree planting', 0.3576)","('solar installations', 0.3484)","('bdc households', 0.2972)","('campaigns', 0.2629)","('alleviation schemes', 0.2493)","('steeple bumpstead', 0.1529)"
"('carbon council', 0.4758)","('conservation environment', 0.3903)","('resources energy', 0.3646)","('funding opportunities', 0.353)","('businesses climate', 0.3487)","('adapting', 0.3433)","('disposal options', 0.3169)","('local material product', 0.2078)","('engagement plan', 0.2075)","('monitoring progress', 0.1336)"
"('reduce emissions', 0.5691)","('essex waste', 0.4435)","('strategy energy', 0.4115)","('current consumption patterns', 0.3945)","('district council', 0.3521)","('policy change', 0.3413)","('alternatives', 0.3375)","('solar sources technology', 0.2613)","('repurposing', 0.2023)","('ev charging', 0.1677)"
"('sustainability policy', 0.5373)","('strategic pillars', 0.3878)","('building practices', 0.3155)","('processes', 0.2987)","('external funding', 0.2908)","('impact', 0.2442)","('elect members', 0.2055)","('local supply change', 0.1974)","('vision breckland', 0.1652)","('fly tipping', 0.0747)"
"('council environmental', 0.5647)","('farmers wildlife', 0.3713)","('norfolk county', 0.352)","('community action', 0.3187)","('brecks landscape', 0.2892)","('carbon offsetting', 0.2561)","('grant scheme', 0.2271)","('fundamental issues', 0.2199)","('refuse vehicles', 0.2013)","('temporary measure', 0.1111)"
"('reduce emissions', 0.5183)","('sustainable forms', 0.4397)","('council', 0.4044)","('current energy contract', 0.3605)","('term environment', 0.3541)","('provision', 0.3304)","('leisure facilities', 0.3055)","('alternative', 0.2588)","('taxi licensing', 0.2368)","('achievable timeframe', 0.2186)"
"('performance indicators', 0.5028)","('environmental projects', 0.4544)","('council', 0.4157)","('emissions levels', 0.3957)","('renewable energy options', 0.3891)","('further initiatives', 0.3577)","('tree planting', 0.2626)","('grant scheme', 0.2098)","('framework', 0.185)","('charging points', 0.14)"
"('carbon footprint', 0.5382)","('borough council', 0.39)","('additional resources', 0.3292)","('planting strategy', 0.3242)","('management concentrations', 0.3001)","('aims', 0.2442)","('behavioural changes commitment', 0.2015)","('green belt', 0.1357)","('next steps page', 0.1293)","('vehicle charging', 0.0529)"
"('reduce emissions', 0.6539)","('nitrogen dioxide', 0.2701)","('installation borough', 0.2578)","('support transport', 0.2467)","('ev charging points', 0.2439)","('measurement data', 0.2218)","('livestock', 0.1599)","('include', 0.1524)","('healthy level', 0.1523)","('roadshows times', 0.1473)"
"('council developments', 0.4854)","('tree planting', 0.3672)","('social housing parks', 0.3312)","('brentwood borough', 0.3273)","('new recycling scheme', 0.3219)","('energy consumption', 0.3205)","('biodiversity', 0.2991)","('carbon neutral', 0.2563)","('fly tipping', 0.0795)","('enable', 0.0483)"
"('council emissions', 0.6063)","('increase recycling', 0.4439)","('renewable electricity generation', 0.3623)","('residential properties', 0.3066)","('support biodiversity', 0.2601)","('tree planting', 0.2483)","('government schemes', 0.2258)","('senior management', 0.193)","('brentwood', 0.1633)","('enable', 0.0307)"
"('welsh government', 0.5083)","('councils climate', 0.5022)","('sustainable economy', 0.3969)","('change carbon', 0.3836)","('build resilience', 0.332)","('neutral bridgend', 0.2993)","('objective objectives', 0.2632)","('committed', 0.1935)","('other areas', 0.1811)","('january report', 0.1299)"
"('carbon footprint', 0.6053)","('scope emission', 0.3302)","('council target', 0.2894)","('bcbc', 0.2407)","('neutral net zero', 0.2192)","('smart metering', 0.1875)","('increase offsets', 0.1481)","('recovery plans', 0.1412)","('change action', 0.1347)","('active travel routes', 0.1279)"
"('energy programme', 0.5596)","('comprehensive roadmap', 0.3298)","('indirect council', 0.3195)","('delivering services', 0.2784)","('offset carbon', 0.2145)","('broader engagement', 0.1962)","('net zero', 0.1794)","('employee commuting', 0.1385)","('measurable reduction', 0.1194)","('county borough', 0.0973)"
"('energy programme', 0.5369)","('council commitment', 0.3951)","('governance structure', 0.3763)","('cabinet report', 0.3645)","('consultation outcome', 0.3111)","('detailed carbon', 0.2783)","('bridgend borough', 0.2705)","('collaborations', 0.2601)","('subsequent draft strategy', 0.1721)","('decarbonisation', 0.1691)"
"('national carbon reduction', 0.4582)","('decarbonisation involvement', 0.3616)","('stakeholders', 0.3444)","('smart energy plan', 0.3147)","('response programme', 0.3087)","('transport buildings', 0.262)","('equality impact', 0.2522)","('bridgend county', 0.2092)","('low priority', 0.1807)","('clear pathway', 0.1453)"
"('welsh government', 0.4865)","('future cabinet meeting', 0.3946)","('realigned programme governance', 0.3623)","('annual sustainability', 0.335)","('energy strategy', 0.2886)","('services board', 0.283)","('change emergency', 0.2651)","('postal address bridgend', 0.2486)","('indirect challenges', 0.2459)","('report', 0.2118)"
"('neutral programme brighton', 0.5495)","('carbon footprint', 0.4783)","('climate action', 0.4295)","('hove city', 0.3619)","('sustainable food city', 0.3121)","('future', 0.2281)","('important step', 0.2059)","('systematic change', 0.1947)","('extreme weather', 0.1634)","('species', 0.1539)"
"('climate brighton', 0.5298)","('neutral programme carbon', 0.422)","('initiatives', 0.3684)","('environment communication', 0.3259)","('biodiversity', 0.2926)","('circular economy adaptation', 0.2443)","('criteria', 0.2393)","('hove', 0.2151)","('fairer city', 0.1967)","('car ownership', 0.1084)"
"('youth climate', 0.5307)","('biodiversity brighton', 0.4701)","('sustainable socio', 0.4346)","('corporate carbon emissions', 0.37)","('such needs participation', 0.3489)","('council conditions', 0.3082)","('local transport plan', 0.2645)","('creative develops solutions', 0.2315)","('reduce', 0.2053)","('assembly action', 0.1625)"
"('council climate', 0.5566)","('carbon reduction', 0.4146)","('neutral programme brighton', 0.4011)","('nature partnership', 0.3841)","('priority areas', 0.2663)","('adaptation scrutiny', 0.2572)","('change campaigns', 0.239)","('reporting framework', 0.2163)","('cnprogramme runs', 0.1604)","('estate action', 0.1512)"
"('programme carbon', 0.5424)","('uk climate', 0.4006)","('greater brighton signs', 0.3869)","('sustainable future', 0.3599)","('hydrogen sussex', 0.3194)","('land use', 0.2544)","('private housing nov', 0.2171)","('bhcc pathway', 0.1499)","('current trajectory', 0.0708)","('modelling assumptions', 0.0483)"
"('change sustainability', 0.5113)","('plan bristol', 0.4651)","('city climate', 0.3938)","('single organisation', 0.3304)","('participate', 0.289)","('national', 0.2809)","('strategy strategy', 0.2382)","('exciting decade', 0.2139)","('cleaner air', 0.213)","('indirect live', 0.2062)"
"('renewable bristol', 0.5499)","('climate action', 0.4919)","('sustainability', 0.4626)","('city organisation', 0.339)","('indirect carbon', 0.3233)","('multi energy method', 0.2838)","('inclusive transition', 0.2535)","('system resilience', 0.2459)","('plan', 0.2295)","('increase board', 0.1251)"
"('climate action', 0.4786)","('services carbon', 0.4766)","('waste management', 0.3885)","('economy bristol', 0.3757)","('diet infrastructure', 0.3287)","('supportive planning framework', 0.3174)","('interdependencies buildings', 0.2742)","('vcse services', 0.2217)","('setting', 0.1384)","('radical system changes', 0.1194)"
"('climate action', 0.518)","('resilient bristol', 0.4353)","('collaborative transformative learning', 0.3383)","('biodiversity', 0.308)","('other cities systems', 0.258)","('national', 0.2561)","('key principles', 0.222)","('capturing', 0.1816)","('harnessing', 0.1714)","('limit', 0.0848)"
"('climate strategy', 0.5654)","('potential impacts', 0.4228)","('ongoing mitigation', 0.4152)","('ecological', 0.3985)","('reduce', 0.3234)","('bristol', 0.3128)","('emergencies', 0.2921)","('gas emissions', 0.2841)","('celcius', 0.2111)","('forward', 0.1449)"
"('plan bristol', 0.492)","('council climate', 0.4836)","('sustainable development goals', 0.4116)","('carbon neutral', 0.3539)","('government', 0.3393)","('greener', 0.3275)","('resilient city', 0.3104)","('energy use', 0.262)","('firm action', 0.2211)","('one', 0.1704)"
"('national climate emergency', 0.5125)","('emissions protocol', 0.4051)","('energy infrastructure', 0.3692)","('bristol city', 0.34)","('council strategy', 0.3348)","('indirect carbon', 0.3188)","('engagement programme', 0.2512)","('taxation', 0.2154)","('report', 0.1385)","('enable', 0.0414)"
"('resilient bristol', 0.5325)","('climate strategy', 0.4967)","('development goals', 0.3874)","('future council', 0.3222)","('city carbon', 0.3199)","('reduce', 0.253)","('significant transformative', 0.2093)","('celcius', 0.1869)","('surface water', 0.1457)","('storm surges', 0.1315)"
"('council climate', 0.5416)","('city stakeholders', 0.4498)","('sustainable development goals', 0.4062)","('bristol city', 0.393)","('carbon reduction', 0.3422)","('proposals', 0.2923)","('international processes national', 0.2693)","('uk core', 0.2683)","('innovation', 0.2137)","('emergency action', 0.2111)"
"('council climate', 0.4897)","('environmental initiatives', 0.4682)","('bristol energy', 0.4646)","('carbon neutral', 0.3636)","('city approach', 0.3374)","('additional action', 0.2219)","('technical assessment', 0.1888)","('resilience', 0.1811)","('10th july', 0.1051)","('sets', 0.0741)"
"('council climate', 0.5292)","('funding sustainability', 0.4335)","('bristol advisory', 0.4239)","('future plans', 0.3385)","('third organisations', 0.3362)","('carbon neutral', 0.3239)","('uk economy', 0.3231)","('youth strikes', 0.251)","('one', 0.1545)","('wessex water', 0.1073)"
"('climate action', 0.5228)","('council priorities', 0.5079)","('sustainability board', 0.3346)","('plan', 0.293)","('carbon neutral', 0.2608)","('bristol city', 0.2558)","('powers', 0.1894)","('implementation', 0.1566)","('transport', 0.1497)","('retrofit homes', 0.1275)"
"('council plans', 0.5183)","('bristol energy', 0.4701)","('reduce emissions', 0.4663)","('flexible city leap', 0.2484)","('panels', 0.2449)","('change training', 0.1716)","('measures', 0.1475)","('business models', 0.1345)","('well', 0.0765)","('enable', 0.0527)"
"('district heating', 0.5058)","('clean air zone', 0.4675)","('energy infrastructure', 0.4515)","('feasibility study', 0.3864)","('council', 0.3674)","('dioxide pollution', 0.3479)","('low carbon energy', 0.3282)","('easton areas', 0.304)","('data', 0.2065)","('wellbeing', 0.082)"
"('environmental legislation', 0.5654)","('council approach', 0.3948)","('problem broadland', 0.3254)","('strategic plan', 0.2833)","('local community groups', 0.2559)","('clean growth', 0.2378)","('requirements', 0.2239)","('cllr leggett', 0.208)","('new regulator', 0.206)","('largest tonnage', 0.1038)"
"('emissions reduction', 0.5604)","('broadland council', 0.3875)","('richer wildlife habitats', 0.3379)","('local environment whist', 0.3223)","('norfolk average', 0.3067)","('key policy aims', 0.2976)","('tree planting', 0.2504)","('increase', 0.2177)","('solid wall construction', 0.1102)","('ximplementation', 0.1079)"
"('sustainable climate change', 0.5071)","('local environment', 0.4013)","('norfolk resilience', 0.3698)","('council services', 0.3693)","('borne impacts', 0.3137)","('change risks', 0.3127)","('increase awareness', 0.2416)","('strategic approach resources', 0.2319)","('xact', 0.1593)","('heat waves', 0.1134)"
"('xminimise flood', 0.4557)","('norwich city council', 0.4162)","('new developments broadland', 0.4057)","('local planning process', 0.3595)","('household water', 0.3132)","('amenity', 0.3078)","('sustainable standard', 0.305)","('providing', 0.2577)","('ventilation', 0.2401)","('saving devices', 0.1556)"
"('enhance biodiversity', 0.5735)","('green infrastructure projects', 0.5233)","('recreation requirements', 0.3707)","('mown grass sites', 0.3223)","('local climate', 0.317)","('landscape settings', 0.2904)","('housing', 0.2842)","('negative impacts', 0.2121)","('natural processes', 0.2108)","('xrespect', 0.1716)"
"('environmental protection', 0.5291)","('community action', 0.3918)","('district resources', 0.3754)","('parish councils', 0.3707)","('pest complaints', 0.2951)","('attractive streets', 0.2844)","('drainage issues', 0.229)","('cleansing growth', 0.2019)","('fly tipping', 0.1592)","('xincrease joint', 0.082)"
"('xreport environmental', 0.5474)","('street cleansing', 0.4892)","('environmental crime', 0.4786)","('dispose', 0.4389)","('litter picks', 0.3395)","('parish councils', 0.3266)","('permit', 0.3174)","('fence revenue', 0.2739)","('penalty notices', 0.2573)","('strategic approach', 0.089)"
"('council climate', 0.5512)","('green futures delivery', 0.412)","('new environment environment', 0.392)","('stakeholders', 0.3669)","('carbon neutral', 0.3056)","('recycling', 0.2894)","('change strategy', 0.2807)","('borough', 0.2667)","('footprint presentation', 0.2421)","('masterplan broxtowe', 0.2279)"
"('organisation carbon', 0.5445)","('climate change', 0.458)","('green futures programme', 0.4534)","('increase recycling', 0.4126)","('council vision', 0.3907)","('devastating flooding', 0.2289)","('change schools', 0.2135)","('hottest year respond', 0.1952)","('exercise', 0.0837)","('enable', 0.082)"
"('green futures programme', 0.4826)","('council climate', 0.4802)","('housing carbon', 0.439)","('liberal labour democrats', 0.2857)","('broxtowe borough', 0.2635)","('tree planting', 0.2618)","('sector description', 0.2241)","('change target', 0.2157)","('reports', 0.1644)","('business mileage', 0.1198)"
"('council climate', 0.5105)","('green futures programme', 0.4942)","('carbon footprint', 0.4197)","('building resilience', 0.3239)","('change strategy', 0.323)","('care sector', 0.2738)","('campaign messages', 0.2426)","('potential requirement', 0.2224)","('nutrition', 0.1595)","('strands broxtowe', 0.1123)"
"('council carbon', 0.5715)","('green futures programme', 0.5607)","('environmental objective', 0.4986)","('corporate plan broxtowe', 0.4901)","('climate change', 0.4556)","('increase recycling', 0.4261)","('strategic vision', 0.3237)","('borough pavilions', 0.2144)","('public sentiment', 0.1682)","('start', 0.1144)"
"('council emissions', 0.5681)","('buckinghamshire mitigate', 0.4506)","('context climate', 0.3319)","('reduce', 0.2476)","('service provision', 0.2295)","('activity county', 0.2261)","('executive summary', 0.1891)","('net zero', 0.1808)","('health', 0.1662)","('photovoltaic systems', 0.1371)"
"('reduce emissions', 0.5916)","('governance section', 0.4321)","('sequestration', 0.352)","('adapting', 0.3079)","('biodiversity', 0.2927)","('own operations', 0.2263)","('concentrations', 0.2237)","('buckinghamshire', 0.1874)","('weather', 0.1545)","('significant', 0.1432)"
"('emissions reductions', 0.6515)","('regulatory role', 0.3889)","('council', 0.3585)","('influence', 0.3275)","('measures', 0.2596)","('planning system', 0.2547)","('individual households', 0.2532)","('enabling', 0.2263)","('lighting upgrades', 0.1733)","('buckinghamshire', 0.1401)"
"('emissions reductions', 0.5517)","('organisation engagement', 0.3169)","('tree planting', 0.2616)","('interconnected nature', 0.2454)","('change fund', 0.2284)","('school travel', 0.2188)","('cycle training', 0.1841)","('select committee', 0.1568)","('lower person capacity', 0.125)","('sulphur', 0.0962)"
"('mitigate climate', 0.5286)","('adaptation measures', 0.4053)","('watering gardens', 0.342)","('green roofs', 0.3402)","('air pollutants', 0.3193)","('uk legislation', 0.3006)","('uses energy', 0.2486)","('ancillary benefits', 0.2015)","('local priority', 0.1721)","('annual basis', 0.1447)"
"('reduce emissions', 0.6339)","('environmental permitting regulations', 0.4232)","('policy framework', 0.3717)","('clean growth', 0.3643)","('landfill sites', 0.3155)","('forthcoming environment', 0.2815)","('concentrations', 0.2785)","('industrial categories', 0.2326)","('national income', 0.1475)","('register', 0.0788)"
"('global carbon emissions', 0.6127)","('greenhouse effect', 0.4567)","('environment', 0.2906)","('uk average', 0.2716)","('reduce', 0.2637)","('sea levels', 0.204)","('india', 0.1628)","('plants ability', 0.1551)","('celcius warmer', 0.1526)","('reporting approach', 0.1486)"
"('specific air pollutants', 0.6311)","('climate change', 0.3699)","('health impacts', 0.3674)","('sequester carbon', 0.2244)","('organs', 0.1484)","('road transport', 0.142)","('buckinghamshire council', 0.1375)","('quality management', 0.1218)","('engagement survey', 0.0776)","('normal function', 0.0291)"
"('aqmas', 0.5305)","('air quality', 0.4833)","('buckinghamshire', 0.3419)","('facilities', 0.2995)","('engagement survey respondents', 0.2783)","('concern', 0.2242)","('map', 0.2105)","('defra', 0.1549)","('coun', 0.1349)","('exist', 0.0739)"
"('reduced carbon emissions', 0.6573)","('buckinghamshire council', 0.3223)","('net zero', 0.3157)","('milestone targets', 0.2463)","('heating systems', 0.1867)","('sea levels', 0.1784)","('measures', 0.166)","('current form', 0.135)","('lighting upgrades', 0.1314)","('wetter', 0.0701)"
"('reduce emissions', 0.5736)","('uk government', 0.4787)","('sustainable behaviour', 0.3914)","('improve infrastructure', 0.3651)","('buckinghamshire', 0.3115)","('public awareness', 0.2933)","('tree planting', 0.256)","('electricity', 0.2413)","('change fund', 0.2265)","('taking', 0.1476)"
"('bury council climate', 0.5815)","('climate action', 0.5264)","('community engagement', 0.4313)","('different projects', 0.2835)","('carbon neutral', 0.2832)","('justice climate', 0.2728)","('areas energy', 0.2503)","('priority action', 0.2333)","('great work', 0.1898)","('borough', 0.1653)"
"('council actions', 0.5424)","('community climate', 0.408)","('external stakeholders', 0.4049)","('carbon neutrality', 0.3209)","('plan priority', 0.2872)","('adaptation bury', 0.2587)","('gmca', 0.2467)","('discussion stage', 0.2453)","('renewable energy generation', 0.1496)","('many solutions', 0.1413)"
"('council plans', 0.4946)","('renewable heat stages', 0.443)","('retrofit energy', 0.4117)","('properties projects', 0.3836)","('bury stages systems', 0.3376)","('sector decarbonisation', 0.3122)","('gmca', 0.3019)","('early carbon neutrality', 0.2808)","('gas report', 0.2194)","('website operations', 0.102)"
"('community energy', 0.4629)","('bury council housing', 0.4629)","('gmca actions', 0.3962)","('building control', 0.385)","('domestic retrofitting', 0.3293)","('carbon definition', 0.2763)","('neutral standard', 0.234)","('stages decarbonisation', 0.1673)","('establish', 0.1664)","('charging points', 0.132)"
"('bury council climate', 0.4943)","('gmca project', 0.4449)","('public sector decarbonisation', 0.416)","('energy savings', 0.3797)","('national infrastructure assessment', 0.3758)","('buildings buildings', 0.32)","('carbon robust', 0.279)","('stages scheme', 0.2625)","('business accelerator', 0.1875)","('provide', 0.1636)"
"('emission buses', 0.5193)","('sustainable stage tfgm', 0.4117)","('freight strategy', 0.3624)","('cycling scheme', 0.3591)","('gmca', 0.3396)","('bury council', 0.336)","('new developments action', 0.3026)","('minimum licencing', 0.2327)","('reduce', 0.1788)","('options service', 0.1575)"
"('electric vehicle charging', 0.6035)","('car club', 0.3782)","('tfgm funding', 0.3361)","('bury town centre', 0.3257)","('infrastructure strategy', 0.3107)","('street parking', 0.2414)","('pilot project', 0.1841)","('large scale rollout', 0.1324)","('ongoing', 0.1273)","('bradley', 0.0854)"
"('bury climate action', 0.6757)","('carbon neutral', 0.3581)","('priority action', 0.3112)","('executive summary', 0.306)","('healthy environment', 0.2652)","('major challenge', 0.2651)","('councillor', 0.2645)","('areas energy', 0.2423)","('step change', 0.2418)","('travel consumption', 0.0809)"
"('bury climate action', 0.6593)","('carbon neutral', 0.4009)","('ecological networks wildlife', 0.2952)","('warm air heating', 0.2621)","('electrical energy', 0.2374)","('balancing', 0.2138)","('plan outline', 0.1908)","('water supplies', 0.1769)","('swift reduction', 0.1446)","('enable', -0.0228)"
"('bury climate action', 0.6368)","('sustainable living', 0.3929)","('emissions gap', 0.3472)","('resilient city region', 0.3312)","('efficient buildings', 0.2647)","('greater manchester vision', 0.2614)","('public transport system', 0.26)","('national trust', 0.1813)","('next phase', 0.164)","('slope failure', 0.0179)"
"('bury climate action', 0.56)","('carbon neutral', 0.4005)","('new housing strategy', 0.3393)","('biodiversity', 0.3203)","('council', 0.3198)","('planetary health', 0.3011)","('consumption', 0.2688)","('21st century', 0.1852)","('step change', 0.1714)","('recovery', 0.1497)"
"('indirect emissions', 0.6528)","('total footprint', 0.4005)","('bury council', 0.322)","('transport networks', 0.3111)","('electric vehicles', 0.2661)","('national grid', 0.2629)","('commercial sector', 0.2397)","('reduce', 0.2195)","('ktonnes carbon', 0.1511)","('monitoring progress', 0.1213)"
"('total carbon budget', 0.5854)","('bury climate', 0.4028)","('reduction pathways', 0.3746)","('scatter emissions', 0.3324)","('paris agreement', 0.3288)","('action strategy', 0.2265)","('national grid', 0.205)","('significant level', 0.1977)","('planting trees', 0.1475)","('fair contribution', 0.1397)"
"('carbon reduction', 0.4971)","('bury climate action', 0.4844)","('strategy energy', 0.4318)","('chapter priority', 0.2503)","('financing funding', 0.2424)","('grid decarbonisation', 0.2339)","('photovoltaic panels', 0.2287)","('deep retrofit homes', 0.2084)","('gmca', 0.2065)","('transformational change', 0.1746)"
"('net carbon government', 0.5198)","('council reduce', 0.4852)","('energy prospectus', 0.4086)","('decarbonisation strategy', 0.3519)","('process', 0.2869)","('categories', 0.2165)","('welsh', 0.2155)","('offsetting', 0.1545)","('key document', 0.1241)","('ev charging', 0.114)"
"('climate change', 0.5227)","('regional decarbonisation goals', 0.4561)","('xland impacts', 0.3156)","('total energy consumption', 0.2494)","('ipcc', 0.2382)","('lower risks', 0.2241)","('xmany land', 0.204)","('produce offset', 0.1789)","('levels', 0.1362)","('county borough', 0.1193)"
"('carbon reduction', 0.5467)","('current rates emissions', 0.4212)","('energy hierarchy', 0.3983)","('decarbonisation plan', 0.3559)","('covid crisis', 0.2599)","('pathway scenarios', 0.256)","('development charter', 0.2342)","('temperature rise', 0.1976)","('active travel', 0.1229)","('bryn quarry', 0.0835)"
"('reduce emissions', 0.5035)","('energy bills', 0.369)","('pv schemes', 0.3567)","('efficient use', 0.3384)","('harvesting system', 0.3256)","('street lighting', 0.3083)","('wind turbines', 0.2812)","('investment', 0.2434)","('comprehensive school', 0.2067)","('xn september', 0.1459)"
"('harder carbon savings', 0.4966)","('waste objectives', 0.4302)","('borough council', 0.3691)","('key stakeholders', 0.336)","('robust county advancements', 0.2892)","('new wetlands', 0.2142)","('include', 0.1945)","('afforestation', 0.1888)","('technological ity', 0.1653)","('produce offset', 0.1143)"
"('target cycle', 0.5828)","('bryn quarry', 0.4627)","('anaerobic digester', 0.4161)","('produce offset', 0.4143)","('path', 0.3701)","('produce', 0.3413)","('decarbonisation strategy', 0.3162)","('county borough', 0.3096)","('reduce', 0.2711)","('council', 0.2299)"
"('short responsibility responsibility', 0.4602)","('key carbon contributors', 0.4344)","('domestic buildings rconsider', 0.3509)","('ongoing developments', 0.3306)","('work sector', 0.3194)","('welsh government', 0.3067)","('short reduce plastic', 0.3045)","('promote understanding', 0.25)","('smart solutions', 0.2309)","('energy transitions', 0.1293)"
